DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
2IM22502-10011,6/001,C25NCT,00000022,0023517A1EAF6E440A83CDFE511BF57B64,TransactionID: 83564cce-dcdc-47ec-85b4-9d77344a0b03 -> Invoice with fkey 2IM22502-10011- Accepted at 2/7/2025 11:13:25 AM
