"Search_Key","3A_Short_Name","Abbott_Product_Code","Name","Vietnamese_Name","Short_name","Tax_Category","UOM1","UOM2","Quantity_Case","Attribute_Set","Product_Division","Product_Brand","Product_Nature","Product_Franchise","Product_Stage","Shelf_Life","Product_State","Product_Size","Country","DRP","SKU_Group","Stage_Group","Product_Category_ACNeilson","BOM","Status","Net_Weight","Gross_Weight","IsGift","5KeyBrand","IsMilk_Code"
"10034","1SM1SS","100P776571134134","Similac Mom Strawberry Yoghurt 400g","Thực phẩm bổ sung cho bà mẹ mang thai và cho con bú Similac Mom  hương sữa chua dâu 400g ","Thực phẩm bổ sung cho bà mẹ mang thai và cho con bú Similac Mom  hương sữa chua dâu 400g ","VAT 8%","Package","Case","24","3A Attribute Set","PND","Similac Mom","Milk Powder","Pre-Natal","IMF","720","Phase In","Small","Singapore","1","Similac Mom Small","Stage 0","IMF","Y","Y","40","12.5","N","Similac","N"


Updated The local list no parameter empty to 100P776571134134
