07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020423,1,2025-02-07 10:50:04,1057346,51022,N,198,0,198,572727,113399946,8,9071995.68,572727,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020424,2,2025-02-07 10:50:04,1057346,87006,N,228,0,228,522727,119181756,8,9534540.48,522727,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020425,3,2025-02-07 10:50:04,1057346,85005,N,336,0,336,295000,99120000,8,7929600,295000,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020426,4,2025-02-07 10:50:04,1057346,19077,N,216,0,216,487273,105250968,8,8420077.44,487273,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020427,5,2025-02-07 10:50:04,1057346,51021,N,768,0,768,274545,210850560,8,16868044.8,274545,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020428,6,2025-02-07 10:50:04,1057346,43023,N,432,0,432,279545,120763440,8,9661075.2,279545,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020429,7,2025-02-07 10:50:04,1057346,89013,N,360,0,360,789250,284130000,8,22730400,789250,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020430,8,2025-02-07 10:50:04,1057346,89012,N,156,0,156,368500,57486000,8,4598880,368500,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020431,9,2025-02-07 10:50:04,1057346,29044,N,144,0,144,783750,112860000,8,9028800,783750,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020432,10,2025-02-07 10:50:04,1057346,10030,N,96,0,96,410850,39441600,8,3155328,410850,N,N,,N,Y,0,,1000103,
07022025,Promotion Order,,170463,1002529,752005004,75021,6364,,7680173890020433,11,2025-02-07 10:50:04,1057346,10029,N,96,0,96,202950,19483200,8,1558656,202950,N,N,,N,Y,0,,1000103,
