2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401225,1,2025-02-05 15:26:52,Normal Sales,79006,N,48,0,48,52433,2516784,8,201342.72,52433,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401226,2,2025-02-05 15:26:52,Normal Sales,29046,N,3,0,3,783750,2351250,8,188100,783750,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401227,3,2025-02-05 15:26:52,1057449,35027,N,72,0,72,20052,1443744,8,115499.52,20052,Y,N,,Y,Y,115499.07,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401228,4,2025-02-05 15:26:52,1057449,35026,N,72,0,72,29448,2120256,8,169620.48,29448,Y,N,,Y,Y,169620.37,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401229,5,2025-02-05 15:26:52,Normal Sales,89014,N,3,0,3,789250,2367750,8,189420,789250,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401230,6,2025-02-05 15:26:52,Normal Sales,89015,N,6,0,6,789250,4735500,8,378840,789250,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401231,7,2025-02-05 15:26:52,Normal Sales,89017,N,6,0,6,789250,4735500,8,378840,789250,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401232,8,2025-02-05 15:26:52,Normal Sales,89016,N,12,0,12,368500,4422000,8,353760,368500,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401233,9,2025-02-05 15:26:52,Normal Sales,65002,N,120,0,120,35185,4222200,8,337776,35185,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401234,10,2025-02-05 15:26:52,Normal Sales,76036,N,6,0,6,599958,3599748,8,287979.84,599958,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401235,11,2025-02-05 15:26:52,Normal Sales,29044,N,6,0,6,783750,4702500,8,376200,783750,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401236,12,2025-02-05 15:26:52,Normal Sales,89012,N,6,0,6,368500,2211000,8,176880,368500,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,10191173874401237,13,2025-02-05 15:26:52,Normal Sales,29043,N,6,0,6,357500,2145000,8,171600,357500,N,N,,N,N,0,,1000103,
2000170,Promotion Order,,12373659,1002529,100092415,81373,6364,,11582336,14,2025-02-05 15:26:52,1057449,,Y,1,0,1,285119.44,285119.44,8,22809.56,0,N,N,,Y,Y,285119.44,,1000103,
