DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
4SO32502-10107,1/001,C25TNT,00002049,Promotion Order,00EE14E6582C464052807E28AAB834D0CE,TransactionID: 5d943c51-0443-4196-b8fc-5c9d9930fcd9 -> Invoice with fkey 4SO32502-10107- Accepted at 2/3/2025 3:28:57 PM,Normal
