E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483418,9,2025-02-03 16:27:14,1057326,80112,N,8,2,0,193518.49,1548147.92,8,123851.83,193518.49,Y,N,,Y,N,10185.19,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483419,10,2025-02-03 16:27:14,1057326,80113,N,20,5,0,134953.72,2699074.4,8,215925.95,134953.72,Y,N,,Y,N,12629.63,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483420,11,2025-02-03 16:27:14,1057316;1057325;1057332,84002,N,2,0,2,495909.09,991818.18,8,79345.45,495909.09,Y,N,,Y,N,16820.37;3703.7;27777.78,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483421,12,2025-02-03 16:27:14,1057316;1057325,10030,N,2,0,2,415000,830000,8,66400,415000,Y,N,,Y,N,16820.37;3703.7,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483422,13,2025-02-03 16:27:14,1057316;1057325;1057332,32056,N,2,0,2,460909.09,921818.18,8,73745.45,460909.09,Y,N,,Y,N,16820.37;3703.7;27777.78,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570142,14,2025-02-03 16:27:14,1057316,,Y,1,0,1,50461.11,50461.11,8,4036.89,0,Y,N,,Y,N,50461.11,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570143,15,2025-02-03 16:27:14,1057320,,Y,1,0,1,13655.56,13655.56,8,1092.44,0,Y,N,,Y,N,13655.56,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570144,16,2025-02-03 16:27:14,1057325,,Y,1,0,1,13888.89,13888.89,8,1111.11,0,Y,N,,Y,N,13888.89,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570145,17,2025-02-03 16:27:14,1057326,,Y,1,0,1,93014.81,93014.81,8,7441.18,0,Y,N,,Y,N,93014.81,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570146,18,2025-02-03 16:27:14,1057327,,Y,1,0,1,167545.37,167545.37,8,13403.63,0,Y,N,,Y,N,167545.37,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570147,19,2025-02-03 16:27:14,1057329,,Y,1,0,1,121697.22,121697.22,8,9735.78,0,Y,N,,Y,N,121697.22,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570148,20,2025-02-03 16:27:14,1057332,,Y,1,0,1,55555.56,55555.56,8,4444.44,0,Y,N,,Y,N,55555.56,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,11570149,21,2025-02-03 16:27:14,1057573,,Y,1,0,1,128488.89,128488.89,8,10279.11,0,Y,N,,Y,N,128488.89,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483410,1,2025-02-03 16:27:14,1057326,28125,N,2,1,0,483796.28,967592.56,8,77407.4,483796.28,Y,N,,Y,N,4074.07,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483411,2,2025-02-03 16:27:14,1057320;1057325,30012,N,3,0,3,451851.85,1355555.55,8,108444.44,451851.85,Y,N,,Y,N,13655.56;2777.78,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483412,3,2025-02-03 16:27:14,1057326;1057573,79109,N,12,3,0,324259.26,3891111.12,8,311288.89,324259.26,Y,N,,Y,N,16666.67;61622.22,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483413,4,2025-02-03 16:27:14,1057573,65002,N,120,5,0,35185.19,4222222.8,8,337777.82,35185.19,Y,N,,Y,N,66866.67,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483414,5,2025-02-03 16:27:14,1057326;1057329,35179,N,8,2,0,327199.07,2617592.56,8,209407.4,327199.07,Y,N,,Y,N,15237.04;60204.63,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483415,6,2025-02-03 16:27:14,1057326;1057329,35171,N,12,3,0,222800.93,2673611.16,8,213888.89,222800.93,Y,N,,Y,N,15277.78;61492.59,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483416,7,2025-02-03 16:27:14,1057326;1057327,77153,N,20,5,0,174421.28,3488425.6,8,279074.05,174421.28,Y,N,,Y,N,12629.63;97675.93,,1000107,
E013343857483410,Promotion Order,,140086,1008094,D40010028,1386392,161,,8373173857483417,8,2025-02-03 16:27:14,1057326;1057327,77146,N,20,5,0,124768.49,2495369.8,8,199629.58,124768.49,Y,N,,Y,N,6314.81;69869.44,,1000107,
