90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700664,1,2025-02-03 14:16:46,1057348,79006,N,240,10,0,52169,12520560,8,1001644.8,52169,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700665,2,2025-02-03 14:16:46,1057348;1056756,89015,N,12,1,0,785264,9423168,8,753853.44,785264,N,N,,Y,Y,0;0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,11565857,3,2025-02-03 14:16:46,1056756,E2439,N,8,8,0,0,0,0,0,0,N,Y,8661173856700665;8661173856700666,Y,N,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700666,4,2025-02-03 14:16:46,1057348;1056756,89017,N,12,1,0,785264,9423168,8,753853.44,785264,N,N,,Y,Y,0;0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700667,5,2025-02-03 14:16:46,1057348,89123,N,24,0,24,785264,18846336,8,1507706.88,785264,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700668,6,2025-02-03 14:16:46,1057348;1057449,35026,N,240,5,0,29299,7031760,8,562540.8,29299,Y,N,,Y,Y,0;562540.74,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700669,7,2025-02-03 14:16:46,1057348;1057449,35027,N,480,10,0,19951,9576480,8,766118.4,19951,Y,N,,Y,Y,0;766117.59,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700670,8,2025-02-03 14:16:46,1057348;1057445,80106,N,240,5,0,12269,2944560,8,235564.8,12269,Y,N,,Y,Y,0;235564.81,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700671,9,2025-02-03 14:16:46,1057348;1056531,32055,N,3,0,3,788181,2364543,8,189163.44,788181,N,N,,Y,Y,0;0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,11565864,10,2025-02-03 14:16:46,1056531,S2455,N,3,3,0,0,0,0,0,0,N,Y,8661173856700671,Y,N,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700672,11,2025-02-03 14:16:46,1057348,28007,N,150,0,150,43322,6498300,8,519864,43322,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700673,12,2025-02-03 14:16:46,1057348,65002,N,240,10,0,35185,8444400,8,675552,35185,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700674,13,2025-02-03 14:16:46,1057348;1057447,77008,N,480,10,0,15856,7610880,8,608870.4,15856,Y,N,,Y,Y,0;608870.37,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700675,14,2025-02-03 14:16:46,1057348,76032,N,6,0,6,1028322,6169932,8,493594.56,1028322,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700676,15,2025-02-03 14:16:46,1057348,29189,N,12,0,12,779792,9357504,8,748600.32,779792,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,8661173856700677,16,2025-02-03 14:16:46,1057348,76178,N,12,0,12,596929,7163148,8,573051.84,596929,N,N,,N,Y,0,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,11565871,17,2025-02-03 14:16:46,1057445,,Y,1,0,1,235564.81,235564.81,8,18845.18,0,N,N,,Y,Y,235564.81,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,11565872,18,2025-02-03 14:16:46,1057447,,Y,1,0,1,608870.37,608870.37,8,48709.63,0,N,N,,Y,Y,608870.37,,1000107,
90921650,Promotion Order,,140139,1002206,100082120,78250,811,2061,11565873,19,2025-02-03 14:16:46,1057449,,Y,1,0,1,1328658.33,1328658.33,8,106292.67,0,N,N,,Y,Y,1328658.33,,1000107,
