M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587425,1,2025-02-06 11:47:14,Normal Sales,14013,N,60,2,12,253636.36,15218181.6,8,1217454.53,253636.36,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587426,2,2025-02-06 11:47:14,Normal Sales,33003,N,192,4,0,11574.07,2222221.44,8,177777.72,11574.07,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587427,3,2025-02-06 11:47:14,Normal Sales,51021,N,6,0,6,255327.27,1531963.62,8,122557.09,255327.27,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587428,4,2025-02-06 11:47:14,Normal Sales,85005,N,108,4,12,274350,29629800,8,2370384,274350,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587429,5,2025-02-06 11:47:14,Normal Sales,35023,N,24,1,0,35625,855000,8,68400,35625,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587430,6,2025-02-06 11:47:14,Normal Sales,76035,N,72,3,0,277083.34,19950000.48,8,1596000.04,277083.34,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587431,7,2025-02-06 11:47:14,Normal Sales,13017,N,17,0,17,221509.09,3765654.53,8,301252.36,221509.09,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587432,8,2025-02-06 11:47:14,Normal Sales,78103,N,36,3,0,60277.76,2169999.36,8,173599.95,60277.76,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587433,9,2025-02-06 11:47:14,Normal Sales,35183,N,12,2,0,226064.81,2712777.72,8,217022.22,226064.81,N,N,,N,N,0,,1000104,
M0000001594906,Promotion Order,,12283639,1010842,100055067,61068,1459,,11587434,10,2025-02-06 11:47:14,Normal Sales,35182,N,24,4,0,153935.19,3694444.56,8,295555.56,153935.19,N,N,,N,N,0,,1000104,
