V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874786586,1,2025-02-05 16:31:05,1057319;1057325,89012,N,2,0,2,372222.22,744444.44,8,59555.56,372222.22,Y,N,,Y,N,8796.3;1851.85,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874786587,2,2025-02-05 16:31:05,1057316;1057325,84002,N,4,0,4,495909.09,1983636.36,8,158690.91,495909.09,Y,N,,Y,N,33640.74;7407.41,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874786588,3,2025-02-05 16:31:05,1057316;1057325;1057331,85005,N,12,0,12,295000,3540000,8,283200,295000,Y,N,,Y,N,50455.56;11111.11;23148.15,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874786589,4,2025-02-05 16:31:05,1057326,80113,N,4,1,0,134953.72,539814.88,8,43185.19,134953.72,Y,N,,Y,N,2525.93,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874786590,5,2025-02-05 16:31:05,1057326;1057329,35171,N,4,1,0,222800.93,891203.72,8,71296.3,222800.93,Y,N,,Y,N,5092.59;20497.22,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583632,6,2025-02-05 16:31:05,1057316,,Y,1,0,1,84096.3,84096.3,8,6727.7,0,Y,N,,Y,N,84096.3,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583633,7,2025-02-05 16:31:05,1057319,,Y,1,0,1,8796.3,8796.3,8,703.7,0,Y,N,,Y,N,8796.3,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583634,8,2025-02-05 16:31:05,1057325,,Y,1,0,1,20370.37,20370.37,8,1629.63,0,Y,N,,Y,N,20370.37,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583635,9,2025-02-05 16:31:05,1057326,,Y,1,0,1,7618.52,7618.52,8,609.48,0,Y,N,,Y,N,7618.52,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583636,10,2025-02-05 16:31:05,1057329,,Y,1,0,1,20497.22,20497.22,8,1639.78,0,Y,N,,Y,N,20497.22,,1000104,
V011643874786586,Promotion Order,,120347,1008094,D20010826,78544,2059,,11583637,11,2025-02-05 16:31:05,1057331,,Y,1,0,1,23148.15,23148.15,8,1851.85,0,Y,N,,Y,N,23148.15,,1000104,
