V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,7472173873891536,1,2025-02-05 14:01:55,1057328;1057334,77153,N,1,0,1,174421.28,174421.28,8,13953.7,174421.28,Y,N,,Y,N,4883.33;2777.78,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,7472173873891537,2,2025-02-05 14:01:55,Normal Sales,28125,N,1,0,1,483796.28,483796.28,8,38703.7,483796.28,N,N,,N,N,0,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,7472173873891538,3,2025-02-05 14:01:55,1057323;1057334;1057453,43023,N,2,0,2,279545.45,559090.9,8,44727.27,279545.45,Y,N,,Y,N,18518.52;25000;29629.63,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,7472173873891539,4,2025-02-05 14:01:55,1057323;1057331;1057332;1057453,19077,N,2,0,2,487272.73,974545.46,8,77963.64,487272.73,Y,N,,Y,N,27777.78;46296.3;27777.78;46296.3,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,7472173873891540,5,2025-02-05 14:01:55,1057323;1057332;1057453,87006,N,2,0,2,522727.27,1045454.54,8,83636.36,522727.27,Y,N,,Y,N,27777.78;27777.78;46296.3,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580716,6,2025-02-05 14:01:55,1057323,,Y,1,0,1,74074.07,74074.07,8,5925.93,0,Y,N,,Y,N,74074.07,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580717,7,2025-02-05 14:01:55,1057328,,Y,1,0,1,4883.33,4883.33,8,390.67,0,Y,N,,Y,N,4883.33,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580718,8,2025-02-05 14:01:55,1057331,,Y,1,0,1,46296.3,46296.3,8,3703.7,0,Y,N,,Y,N,46296.3,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580719,9,2025-02-05 14:01:55,1057332,,Y,1,0,1,55555.56,55555.56,8,4444.44,0,Y,N,,Y,N,55555.56,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580720,10,2025-02-05 14:01:55,1057334,,Y,1,0,1,27777.78,27777.78,8,2222.22,0,Y,N,,Y,N,27777.78,,1000104,
V037273873891536,Promotion Order,,12329782,1008094,D20010827,59055,2059,,11580721,11,2025-02-05 14:01:55,1057453,,Y,1,0,1,122222.22,122222.22,8,9777.78,0,Y,N,,Y,N,122222.22,,1000104,
